Texto,Etiqueta
aquí casi eterno aprendiz mago quinta entrega principio proponía grandes cambios grandes retos cambios retos basan directamente adaptación libro largo saga potter viendo duración películas antojaba eterna hora adaptarla aunque visto visto parece optado tijeretazo directamente hora saltarse capítulos ma capítulos dejar solo trama principal poder seguir metraje segundo lugar cambios refieren medio adolescencia harry entra lleno temas amoriles además va encontrando cada vez ma solo carácter ma áspero dulzura destilaba principio saga bastante bien daría soplo aire fresco saga reconocer película decepcionado primer lugar centrarse solo trama principal película cosa mal problema hora ver película da sensación muchas cosas dejan tintero busca narración ma ágil espectacular simple ejemplo ahora leyendo libro cuestión trozo llevo leído llegada colegio hogwarts casi hojas libro mientras película minutos llegando tan excepcional colegio segundo lugar tan anunciada oscuridad harry potter llega ser tal simplemente par vox pega amigo sensación soledad largo toda película llega impregnar personaje harry sigue siendo valiente decidido toca da paso atrás fantasmas recorran pensamientos libro mejor contado ve aquí falla aquí único oscuro llegue observar toda película uso toda tonalidades ma apagadas colores línea hizo alfonso cuarón tercera entrega saga prisionero azkaban si parece realmente oscura cuanto planteamiento estaotro problema aprovechamiento personajes personajes aparecen desaparecen arte magia nunca mejor dicho parece simplemente ahí puestos decir par frases adecuadas simplemente hacer bulto unirse excelente plantel actores sé cómo desarrollaran personajes libro todavía llegue parte papeles bellatrix lestrange nymphadora tonks luna lovegood simplemente aparecen vez papel bellatrix helena bonham carter interpretándolo creo determinante próxima película saga digo daniel radcliffe emma watson rupert grint exactamente igual anteriores películas aunque ma creciditos solo decir única futuro veo trío protagonista emma watson sino tiempo parece radcliffe vamos tener nuevo caso luke skywalker resto personajes aparecen pasada toda película exceptuando grandísimo gary oldman papel sirius black duda mejorcito vemos pantalla junto imelda staunton cuyo papel repelente dolores umbridge conseguido resultándonos odiosa casi primera aparición resto personajes comenté aunque nombre demasiado desaprovechados ejemplo líneas dialogo emma thompson toda película tres apariciones esporádicas aunque concluyentes historia helena bonham carter incluso ralph fiennes papel puede ser nombrado aunque despunta cualidades malo mítico cine dejan aparecer dar forma papel mago tan malo corresponderíaen cuanto director aporta nuevo espectáculo si bien chris columbus inició saga dotó espectacularidad caracteriza luego algún director aportó granito arena ejemplo gran tercera parte rodada excelentemente alfonso cuarón aquí simplemente david yates dedica colocar cámara intentar máximo plano posibles pueda usar algún efecto especial así añadir espectacularidad solamente plano podría conseguir dice favor demuestra hace trabajos plano carentes personalidad saga potter peor elegido director rodar siguiente película misterio príncipe solamente salvaría inicio película empieza bastante fuerza da esperanzas película seguirá mismo estilo metraje puede engañarnos mejor manera batalla final magos según comentado gente si leído libro bastante fiel libro espectador acostumbrado efectos especiales calibre transformer spiderman piratas caribe parecerá menos espectacular suerte haber podido aprovechar ver película formato imax últimos minutos dimensiones añaden espectacularidad si falta película final rodado aprovechado d bueno puede pedir tantoen definitiva película aunque puede quitar etiqueta entretenida resulta floja saga vislumbrando toda saga grandísima película creo encontramos película sirve nexo unión desarrollo películas anteriores final saga sobreviene do últimas películas quedan harry esperemos recupere agilidad narrativa mejor uso personajes principales desaprovechados secundarios recupere fuerza incluso oscuridad marcado películas anteriores,Humano
estrechas calles pequeño pueblo esconde misterio daría aliento inquietos caja kovak si clave mística encierra esqueleto desafío invisible capaz revelar secretos ocultos protagonista investigador curioso perseverante adentra cautela laberinto representa caja kovak cada paso encuentra pistas trampas veces sorpresas inesperadas medida historia avanza tensión incrementa mientras revelación final misterio caja kovak acerca resumen cajakovak thriller miniatura transportará mundo oscuro secretos ma ocultos pueden encontrarse,IA
perfume esencia pues existe tan primigenio olor ubicado fragancia ser trasciende belleza meramente físico eleva altar poético sensual perfume trastorna misterio sutil carnalidad tan evidente simboliza mesmerizante humo etéreo muchacho nacido porquería días elevó encima mugrienta plebe nunca pudo acunarlo debido aroma maternal mismo hedor social convierte motivo arma devolver maldad bondad bondad pesar tanta maldad si hallas perfume hallarás mismo círculo cierra vuelves origen mugriento origen cobra deuda final gran historia salvador deriva víctima propia humanidadproducción europea dirigida alemán tom tykwer inspirada conocido bestseller encontramos filme puramente simbólico belleza radica igual poema lírico épico historia representada bajo fértil mirada metafórico insólita fábula gravita sostiene variado surtido recursos estéticos visten debido ropaje llamada función poética vez fondo forma conviven armonía pretensiones autoresfijémonos historia empieza parto tan terrible parece real crudeza forma dar luz asemeja deposición heces encima basurero pescado podrido situado entorno físico social suciedad violencia bien pesadilla onírica criatura siempre centro mirada sobrevive primer infierno sensorial encamina hacia futuro búsqueda fragancia sensual aislamiento rechazo social orienta pasos hacia amor nadie nunca podrá darle punto partida definido milimétrica precisión enorme visual personaje central define tragedia gestos conflicto necesidad entorno aromaslos recursos cromáticos tan importantes desarrollo cambios escenográficos color plata oscuro ocres marrones consonancia vivencial protagonista olfato siempre simbolizando conexión emocional entorno primeros pasos viaje iniciático esquema cromático transforma conoce primer amor primera fragancia primera víctima necesidad encontrar identidad deprivación fragancia convierte obsesión retenerla pues perdura tras muerte objeto amado esencias aroma vida identidad partir punto relato predominan colores vivos consonancia nuevo ser encontrado vida viaja busca esencia solitario alto monte descubre interior desaparecen interferencias obsesivo mundo sensorial esclaviza exterior parábola caso inconmensurable camino interior trasciende ruido externo solo queda encontrar fragancia magistral permita controlar inconsciencia banalidad olorosa plebe hambrienta crueldadpalabras solo palabras poder metafórico abre ventana significados tan honda pretende ser tan endiabladamente juguetona bajo tono dramático perturbador aletea loable risa sarcástica véase muerte vendedor perfume interpretado dustin hoffman discurso cardenal frente temerosa plebe menudo transforma feroz sátira tintes kafkianos primer tramo creemos asistiendo parábola surrealista marginado social luego entramos fase digna película suspense torno psicokiller mezcla géneros texturas confieren reglas juego metafórico pues turbulenta alegoría mira mala leche tiempo parece querer tomarse serio mismaun juguete poético rico sabores físicos espiritualesa ello añadir notable ambientación recreación histórica soberbia puesta escena dirección sobria elegante precisa momentos requieren significado lírico montaje enfatiza forma adecuada acción obsesiva personaje central torno elenco restante cuanto narración agradece sutileza emerge omisión crucial nunca llegamos saber si última víctima proporcionará gotas definitivas composición hechizante perfume sido forzada cedido forma voluntaria sacrificio necesario retroceso gesto violencia posterior intercambio miradas bella muchacha joven coleccionista fragancias acentúan ambigüedad abrir cauce posibles significados interpretaciones perfecta conjunción vena poética refuerza juego propuesto resiente veces hora conjugar elementos temáticos hondura pretende puede exista cierta confusión mixtura explícito implícito metafórico última instancia perfume parábola marginado metáfora sociedad hipócrita oda inocente nace muere devorado mundo fieras utilización plano ralentizados escena multitudinario hechizo discutible aunque caso parece justificarse referencia onírico puede simplemente obra supera comprensión ahora mismo puede servidor concederle visos futura obra maestra aplicando mirada sosegadahoy independientemente gusto puede negar perfume gran obra poética tan divertida dramática tan directa intenciones estéticas ambigua poliédrica significado último cine sueño parte realidad escondida,Humano
jane austen referentes literatura inglesa descubierto verdadero filón cinematográfico libros sido objeto varias adaptaciones cinematográficas televisivas incluso propia vida sido objeto film año pasado becoming jane ocasión haciendo parecido día hizo stephen daldry horas trata ver cómo escribía autora sigue igual vigente época siglo xxi hecho incluso basa libro obra daldry caso escribió karen joy fowlerun club lectura reúne mujeres hombre torno libros escritora cada tragedias cotidianas paralelas tragedias cotidianas escribía jane austen relaciones humanas tema universal naturalezauna comedia romántica amable aporta punto vista realización tampoco indaga profundamente complejidad distintos caracteres humanos muestra personajes estereotipados interpretados corrección grandes aplausos reparto elegidose trata ópera prima robin swicord labrado nombre guionista guiones matilda prácticamente magia mujercitas memorias geisha debut correcto salta ninguna norma comedia dramática tan bien conoce swicord firma guiónuna película disfrutar domingo tarde cabe esperar ninguna reflexión sesuda puesta escena innovadora,Humano
película bosque sombras mantiene equilibrio interesante suspense emoción pesar ser trama predecible momentos guión competente giro inteligentes mantienen público enganchado principio final dirección arte destaca añadiendo profundidad visual narrativa mientras actuaciones general convincentes bien interpretadas embargo aspectos película muestra menos fiel libro original trama principal mayor intensidad complejidad esperado subtramas parecen ser introducidas solo alargar filme grandes aportes narrativos además elección actores interpretar personajes secundarios puede resultar tan convincente esperaba creando sensación inconsistencia historia cuanto ritmo película avanza fluidez coherencia manteniendo suspenso proceso aunque momentos podrían haberse desarrollado intensamente mantener equilibrio mejor tensión emoción banda sonora optado elección acorde estilo película aportando ambiente generando tensión momentos correctos obstante piezas musicales podrían haber complementado mejor desarrollo narrativo resumen bosque sombras película suspense buenas intenciones efectividad ejecución aunque podría haberse superado guión preciso mejor adaptación libro original pesar aspectos negativos ofrece experiencia cinematográfica satisfactoria merece ser considerada aficionado genética criaturas sobrenaturales formal película bosque sombras mantiene equilibrio interesante suspense emoción aunque tramas extra podrían haberse desarrollado mayor intensidad mejorar narrativa pesar ofrece experiencia cinematográfica satisfactoria merece ser considerada aficionado genética criaturas sobrenaturales informal bosque sombras película buenas intenciones poca profundidad trama aunque mantiene suspenso constante merece ser considerada fanáticos genética criaturas sobrenaturales,IA
alegra haber visto película tan mal verdadera obra maestra estupidez historia sigue fantásticos ben grimm milo ventimiglia sue storm elizabeth olsen johnny storm michael b jordan reed richards benedict cumberbatch mientras intentan lidiar nuevo enemigo amenaza tierra hace película verdaderamente única inclusión silver surfer personaje parecía haber sido extraído revista cómics parece haber sido diseñado ser mejor amigo ben grimm si dicho pasaría si tomáramos villano comic book convirtiéramos personaje principal luego rieron actuación pobre especialmente reed richards parece haber sido diseñado parecer genio realidad parece ser idiota química actores nula hace escenas romance amistad parezcan forzadas creíbles puedo pasar alto abominable actuación silver surfer si decidido tomar actor puede actuar decírselo voz alta si actor diciendo silver surfer nadie puede entenderme misterio dirección pobre trama predecible suspense tensión escenas acción únicas partes interesantes incluso parecen haber sido copiadas películas superhéroes ningún originalidad creatividad música mero fondo sonido sirve resumen fantásticos silver surfer película parece haber sido diseñada ser fracaso historia predecible personajes pobres actuaciones peores si fanático cómics podrías disfrutar referencias general película vale pena verla,IA
paul greengrass dirige continuación historia espía amnésico nuevo ciclo enigma persecuciones centrum pesquisas objetivo comprender conocer verdadero pasado verdaderos motivos operación secreta cia adobado tema venganza reconciliación medio conocimiento verdad bourne alma pena iniciado carrera desesperada hacia ninguna parte preso manipulación mismo contribuyó manteneren cine puede perdonar repetición esquema anterior mismos contenidos esenciales encima reducir calidad recursos estilísticos película cuenta realmente implícito precedente limita objetivo desarrollar trama insulsa apenas avanza primer último plano hombre confuso despierta hogar india primeas imágenes mismo hombre confuso divaga calles nueva york deja patente vacuo narración descarado estiramiento producto exclusivamente pensado entretener espectaculares escenas acción algún momento puntual eficaz suspense protagonista pasa toda película huyendo resto persiguen confabulan función complot aborda temas políticos corrupción petroleras peor espectador sabe malo antemano resto personajes caracterización tan esquematizada plana apenas aportan contrapunto vida resortes previsible guión si pésima dirección greengass exceso primeros plano uso abuso quiebros zoom giro bruscos cámara estilo videoclip chapucero película pensado efectismo beneficio efectividad narrativa constructiva emocional tono específico acorde temática pretende abordar truco usado cineastas mediocres imaginación visual tampoco historia juegue elementos verdaderamente originales significativos métele caña espectador videoclip televisero quedará embobado mientras devora cucurucho palomitas añádase papel banda sonora reiterativa busca efecto conocido psicología encaminado literalmente embobar espectador luego salen cine comentan película buenaen fin peores cosas dicen ahí,Humano
saga harry potter sigue creciendo nueva entrega transporta mundo mágico conocemos introduce nuevos personajes película segundo año escuela magia hechicería hogwarts harry enfrenta serie desafíos solo ponen prueba valentía habilidades mago sino relación amigo familiares historia comienza asesinato profesor quirrell sido elegido voldemort llevar cabo misión recuperar cristal mágico poder revivir señor oscuro harry amigo ron weasley hermione granger ven obligados espiar estudiantes cuarto año parecen ser principales sospechosos crimen medida investigación avanza harry descubre profesora defensa hechizas dumbledore secreto puede cambiar señor oscuro invocando seguidores mundo mágico dumbledore cree hora tomar medidas proteger gente inocente película sigue siendo emocionante llena momentos suspense escenas dejarán aliento actuación daniel radcliffe harry potter excelente química coactores verdadera dirección david yates mejorado entrega creando atmósfera oscura tensa embargo momentos abrumador cantidad personajes tramas paralelas veces pierde quién quién sucediendo cada escena hace película mala bien prueba complejidad guion música patrick doyle genial canción agua abril particularmente emotiva producción general mejorado significativamente primera entrega gráficos efectos visuales avanzados sumergen mundo harry potter cuanto personajes presenta nuevos estudiantes cuarto año parecen ser principales sospechosos asesinato pronto revela tan inocentes parecían historia fascinante vemos figuras principales ron hermione siguen siendo queridos amigo harry moraleja película clara amistad lealtad fundamentales superar cualquier obstáculo harry amigo demuestran incluso momentos difíciles pueden contar cada salir adelante siempre dumbledore recuerda amor compasión poderosos cualquier hechizo mágico resumen harry potter orden fénix película emocionante llena suspense transporta mundo mágico lleno personajes fascinantes aunque momentos abrumador película sigue siendo excelente entrega saga escena final dejado ganas ver forma harry amigo logran salvar mundo verdaderamente emocionante forma señor oscuro vuelve débil mensaje claro importancia amor amistad general película gustado hecho sentir parte historia dejado ganas seguir viviendo mundo harry potter duda alguna película excelente opción cualquier fanático saga cualquier persona disfruta buen cuento fantasía cuanto podría mejorar creo genial si explorara historia personajes secundarios veces si siendo marginados trama principal general película sigue siendo excelente dejado gran satisfacción actriz escena final quedado grabada memoria desempeño impresionante relación harry interesante creo presenta personaje nuevo puede ser personaje importante películas futuras conclusión harry potter orden fénix película emocionante llena suspense transporta mundo mágico lleno personajes fascinantes aunque momentos abrumador película sigue siendo excelente entrega saga,IA
película criatura perfecta enfoque atractivo prometedor género ciencia ficción aunque ejecución alcanza perfección necesaria destacar filme aborda temas interesantes identidad humana tecnología avanzada consecuencias morale progreso incesante trama desarrolla futuro compañía científica crecido exponencialmente gracias maravillosas criaturas sintéticas embargo empresa descubre criaturas inteligentes conscientes mismas pensaba protagonista científica ingeniosa embarca viaje comprender secreto detrás entidades evitar explotación empresa ritmo film adecuado giro sorprendentes escenas emocionantes mantendrán público enganchado final dirección película bien estructurada permitiendo personajes evolucionen naturalmente conflictos desarrollen fluidez además cinematografía captura visualmente espectacularidad mundo creado película enfatizando belleza caos puede surgir detrás embargo criatura perfecta carece profundidad emocional verdaderamente impactante personajes desarrollan suficientemente evocar empatía público argumento centrum eventos dramáticos exploración interior mentes humanas aunque momentos memorables fuerte compromiso temas importantes falta profundidad narrativa limita calidad general película resumen criatura perfecta película interesante cautiva visualmente mantiene interés final embargo falta profundidad emocional desarrollo narrativo limitan calificación escala puntuaciones mediana espero futuras obras talentoso equipo científico puedan explorar mejor misterios conciencia humana papel tecnología vidas formal reseña sido escrita siguiendo pautas estrictas establecidas manteniendo estilo limpio fluido intenta representar emociones película neutral positiva,IA
corrupción miami película hace preguntarte cómo puede existir mundo dinero poder pueden manipular persona inocentes historia sigue do mujeres agente fbi narcotraficante ven envueltas juego corrupción engaño ciudad miami principio película sumerge mundo oscuro peligroso nadie inocente personajes bien desarrollados motivaciones claras hace sentir viviendo historia través teléfono actitud personajes auténtica hace creer viendo película real cosas gustó película forma explora tema corrupción muestra cómo dinero poder pueden corromper persona fuertes poderosas cómo puede llevar situaciones absurdas peligrosas forma presenta tema convincente hace reflexionar sucediendo mundo real dirección película excelente diálogos bien escritos actores hacen gran trabajo interpretar personajes banda sonora perfecta creando ambiente tenso emocional hace sentir si escenario embargo cosas gustaron película trama veces predecible giro historia pueden parecer forzados además personajes pueden ser desarrollados gusten general creo corrupción miami película bien hecha hace reflexionar corrupción poder sociedad aunque perfecta aspectos gustan hacen buena opción aquellos buscan película emocionante pensativa actuación actrices excelente especialmente momentos tensos dirección película efectiva creando ambiente tenso emocional hace sentir si escenario banda sonora perfecta creando ambiente tenso emocional hace sentir si escenario cuanto trama creo bien desarrollada giro emocionantes harán preguntarte pasará continuación forma presenta tema corrupción convincente hace reflexionar sucediendo mundo real resumen creo corrupción miami película bien hecha vale pena ver aunque perfecta aspectos gustan hacen buena opción aquellos buscan película emocionante pensativa,IA
sensación quedado acabar película extraña parte gustado cosas interesantes dirección buena cristopher nolan gran director pesar haber dirigido peores películas visto vida insomnia casi siempre cine actual veo problema siempre guión cojea demasiado desarrollo demasiado confuso guionista esperando resolverlo final confunde espectador mediante trucos malos trucos diría confusión latente toda película momentos incomoda bastante piensas enterando película historia contada mediante flashback confusión todavía mayor sobretodo persona acostumbradas ver cine partido trozos mostrado luego forma guionista quiere personalmente sentí momentos metraje totalmente perdido verdad parece película bien liar espectador maneraen cuanto actuaciones quiero expresar descontento christian bale hace peores papeles carrera totalmente lugar falso falto expresión inri doblador actor malo verdad cuanto resto destacar correctos michael caine hace bien personalmente gusta actor david bowie actúa hace bien aunque gustaría haberlo visto versión original verlo formaotra cosa gustado ambientación recreación época pasó buen rato película sabía si encontraban años principios siglo mediados desconcierto espectador vestuarios ayudan bastante mal aspecto tambiénhay muchísimas cosas cambiado película desarrollo si gustado final parecido precipitado absurdo sobretodo do últimos segundos podían habérselos ahorrado penoso verdad definitiva película ciencia ficción debe ser tomada tal seguramente problemas puede ser esperas ver cine ciencia ficción esperaba diferente sé opinión podría haber sido gran película visto frustrada mal guión basada novela acaba funcionar llevada cine toda proyección dando vueltas cabeza desarrollado película parecían mejores final llevaron cabo claro personal sensación rato pensando equivocando haciendo esohay parte pareció totalmente ridícula momento hacer truco actor interpreta hugh jackman busca doble curiosamente tiempo encuentran taberna tío clavado tan clavado interpreta si mismo chorrada ningún encontrar doble puedes tardar meses hacer cientos casting encuentra día menos tan clavado realmente opinión podían haber cogido actor alguien leve parecido luego cortarle pelo igual vestirlo igual maquillarlo coger mismo actordecepcionante solo medias menos entretenida aciertos segundo visionado puede ganar perderlo totalmente si arriesgarme,Humano
